,simulation TH 0,simulation TH 1,simulation TH 2,simulation TH 3,simulation TH 4,simulation TH 5,simulation TH 6,simulation TH 7,simulation TH 8,simulation TH 9,simulation TH 10,simulation TH 11,simulation TH 12,simulation TH 13,simulation TH 14,simulation TH 15,simulation TH 16,simulation TH 17,simulation TH 18,simulation TH 19,simulation TH 20,simulation TH 21,simulation TH 22,simulation TH 23,simulation TH 24,simulation TH 25,simulation TH 26,simulation TH 27,simulation TH 28,simulation TH 29,simulation TH 30,simulation TH 31,simulation TH 32,simulation TH 33,simulation TH 34,simulation TH 35,simulation TH 36,simulation TH 37,simulation TH 38,simulation TH 39,simulation TH 40,simulation TH 41,simulation TH 42,simulation TH 43,simulation TH 44,simulation TH 45,simulation TH 46,simulation TH 47,simulation TH 48,simulation TH 49,simulation TH 50,simulation TH 51,simulation TH 52,simulation TH 53,simulation TH 54,simulation TH 55,simulation TH 56,simulation TH 57,simulation TH 58,simulation TH 59,simulation TH 60,simulation TH 61,simulation TH 62,simulation TH 63,simulation TH 64,simulation TH 65,simulation TH 66,simulation TH 67,simulation TH 68,simulation TH 69,simulation TH 70,simulation TH 71,simulation TH 72,simulation TH 73,simulation TH 74,simulation TH 75,simulation TH 76,simulation TH 77,simulation TH 78,simulation TH 79,simulation TH 80,simulation TH 81,simulation TH 82,simulation TH 83,simulation TH 84,simulation TH 85,simulation TH 86,simulation TH 87,simulation TH 88,simulation TH 89,simulation TH 90,simulation TH 91,simulation TH 92,simulation TH 93,simulation TH 94,simulation TH 95,simulation TH 96,simulation TH 97,simulation TH 98,simulation TH 99,renewal process TH,M/G/1 TH,no congestion TH,simulation delay 0,simulation delay 1,simulation delay 2,simulation delay 3,simulation delay 4,simulation delay 5,simulation delay 6,simulation delay 7,simulation delay 8,simulation delay 9,simulation delay 10,simulation delay 11,simulation delay 12,simulation delay 13,simulation delay 14,simulation delay 15,simulation delay 16,simulation delay 17,simulation delay 18,simulation delay 19,simulation delay 20,simulation delay 21,simulation delay 22,simulation delay 23,simulation delay 24,simulation delay 25,simulation delay 26,simulation delay 27,simulation delay 28,simulation delay 29,simulation delay 30,simulation delay 31,simulation delay 32,simulation delay 33,simulation delay 34,simulation delay 35,simulation delay 36,simulation delay 37,simulation delay 38,simulation delay 39,simulation delay 40,simulation delay 41,simulation delay 42,simulation delay 43,simulation delay 44,simulation delay 45,simulation delay 46,simulation delay 47,simulation delay 48,simulation delay 49,simulation delay 50,simulation delay 51,simulation delay 52,simulation delay 53,simulation delay 54,simulation delay 55,simulation delay 56,simulation delay 57,simulation delay 58,simulation delay 59,simulation delay 60,simulation delay 61,simulation delay 62,simulation delay 63,simulation delay 64,simulation delay 65,simulation delay 66,simulation delay 67,simulation delay 68,simulation delay 69,simulation delay 70,simulation delay 71,simulation delay 72,simulation delay 73,simulation delay 74,simulation delay 75,simulation delay 76,simulation delay 77,simulation delay 78,simulation delay 79,simulation delay 80,simulation delay 81,simulation delay 82,simulation delay 83,simulation delay 84,simulation delay 85,simulation delay 86,simulation delay 87,simulation delay 88,simulation delay 89,simulation delay 90,simulation delay 91,simulation delay 92,simulation delay 93,simulation delay 94,simulation delay 95,simulation delay 96,simulation delay 97,simulation delay 98,simulation delay 99,delay renewal,delay mg1,delay no cong,simulation speed 0,simulation speed 1,simulation speed 2,simulation speed 3,simulation speed 4,simulation speed 5,simulation speed 6,simulation speed 7,simulation speed 8,simulation speed 9,simulation speed 10,simulation speed 11,simulation speed 12,simulation speed 13,simulation speed 14,simulation speed 15,simulation speed 16,simulation speed 17,simulation speed 18,simulation speed 19,simulation speed 20,simulation speed 21,simulation speed 22,simulation speed 23,simulation speed 24,simulation speed 25,simulation speed 26,simulation speed 27,simulation speed 28,simulation speed 29,simulation speed 30,simulation speed 31,simulation speed 32,simulation speed 33,simulation speed 34,simulation speed 35,simulation speed 36,simulation speed 37,simulation speed 38,simulation speed 39,simulation speed 40,simulation speed 41,simulation speed 42,simulation speed 43,simulation speed 44,simulation speed 45,simulation speed 46,simulation speed 47,simulation speed 48,simulation speed 49,simulation speed 50,simulation speed 51,simulation speed 52,simulation speed 53,simulation speed 54,simulation speed 55,simulation speed 56,simulation speed 57,simulation speed 58,simulation speed 59,simulation speed 60,simulation speed 61,simulation speed 62,simulation speed 63,simulation speed 64,simulation speed 65,simulation speed 66,simulation speed 67,simulation speed 68,simulation speed 69,simulation speed 70,simulation speed 71,simulation speed 72,simulation speed 73,simulation speed 74,simulation speed 75,simulation speed 76,simulation speed 77,simulation speed 78,simulation speed 79,simulation speed 80,simulation speed 81,simulation speed 82,simulation speed 83,simulation speed 84,simulation speed 85,simulation speed 86,simulation speed 87,simulation speed 88,simulation speed 89,simulation speed 90,simulation speed 91,simulation speed 92,simulation speed 93,simulation speed 94,simulation speed 95,simulation speed 96,simulation speed 97,simulation speed 98,simulation speed 99,deadlock sim0,deadlock sim1,deadlock sim2,deadlock sim3,deadlock sim4,deadlock sim5,deadlock sim6,deadlock sim7,deadlock sim8,deadlock sim9,deadlock sim10,deadlock sim11,deadlock sim12,deadlock sim13,deadlock sim14,deadlock sim15,deadlock sim16,deadlock sim17,deadlock sim18,deadlock sim19,deadlock sim20,deadlock sim21,deadlock sim22,deadlock sim23,deadlock sim24,deadlock sim25,deadlock sim26,deadlock sim27,deadlock sim28,deadlock sim29,deadlock sim30,deadlock sim31,deadlock sim32,deadlock sim33,deadlock sim34,deadlock sim35,deadlock sim36,deadlock sim37,deadlock sim38,deadlock sim39,deadlock sim40,deadlock sim41,deadlock sim42,deadlock sim43,deadlock sim44,deadlock sim45,deadlock sim46,deadlock sim47,deadlock sim48,deadlock sim49,deadlock sim50,deadlock sim51,deadlock sim52,deadlock sim53,deadlock sim54,deadlock sim55,deadlock sim56,deadlock sim57,deadlock sim58,deadlock sim59,deadlock sim60,deadlock sim61,deadlock sim62,deadlock sim63,deadlock sim64,deadlock sim65,deadlock sim66,deadlock sim67,deadlock sim68,deadlock sim69,deadlock sim70,deadlock sim71,deadlock sim72,deadlock sim73,deadlock sim74,deadlock sim75,deadlock sim76,deadlock sim77,deadlock sim78,deadlock sim79,deadlock sim80,deadlock sim81,deadlock sim82,deadlock sim83,deadlock sim84,deadlock sim85,deadlock sim86,deadlock sim87,deadlock sim88,deadlock sim89,deadlock sim90,deadlock sim91,deadlock sim92,deadlock sim93,deadlock sim94,deadlock sim95,deadlock sim96,deadlock sim97,deadlock sim98,deadlock sim99,max rho renewal,max rho mg1,max rho no cong,avg rho renewal,avg rho mg1,avg rho no cong,block rate renewal,block rate mg1,block rate no cong,block rate sim0,block rate sim1,block rate sim2,block rate sim3,block rate sim4,block rate sim5,block rate sim6,block rate sim7,block rate sim8,block rate sim9,block rate sim10,block rate sim11,block rate sim12,block rate sim13,block rate sim14,block rate sim15,block rate sim16,block rate sim17,block rate sim18,block rate sim19,block rate sim20,block rate sim21,block rate sim22,block rate sim23,block rate sim24,block rate sim25,block rate sim26,block rate sim27,block rate sim28,block rate sim29,block rate sim30,block rate sim31,block rate sim32,block rate sim33,block rate sim34,block rate sim35,block rate sim36,block rate sim37,block rate sim38,block rate sim39,block rate sim40,block rate sim41,block rate sim42,block rate sim43,block rate sim44,block rate sim45,block rate sim46,block rate sim47,block rate sim48,block rate sim49,block rate sim50,block rate sim51,block rate sim52,block rate sim53,block rate sim54,block rate sim55,block rate sim56,block rate sim57,block rate sim58,block rate sim59,block rate sim60,block rate sim61,block rate sim62,block rate sim63,block rate sim64,block rate sim65,block rate sim66,block rate sim67,block rate sim68,block rate sim69,block rate sim70,block rate sim71,block rate sim72,block rate sim73,block rate sim74,block rate sim75,block rate sim76,block rate sim77,block rate sim78,block rate sim79,block rate sim80,block rate sim81,block rate sim82,block rate sim83,block rate sim84,block rate sim85,block rate sim86,block rate sim87,block rate sim88,block rate sim89,block rate sim90,block rate sim91,block rate sim92,block rate sim93,block rate sim94,block rate sim95,block rate sim96,block rate sim97,block rate sim98,block rate sim99
0,177,171,169,176,174,176,172,173,170,173,169,170,170,173,180,170,172,173,175,179,170,177,175,172,171,168,172,177,171,169,175,177,178,169,177,172,174,170,173,174,177,173,175,174,175,171,173,174,173,174,177,170,172,172,176,173,169,175,174,179,174,171,169,175,171,171,173,173,171,176,168,175,167,173,171,171,175,170,174,173,172,172,172,175,173,175,173,170,173,171,171,170,178,173,174,178,168,171,172,173,172.9106628242076,172.9106628242076,172.9106628242076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6228,0.6397,0.641,0.6232,0.6301,0.6267,0.6359,0.6238,0.6243,0.6322,0.6379,0.6399,0.6303,0.6289,0.6232,0.6281,0.629,0.625,0.6302,0.6145,0.6303,0.6306,0.6317,0.634,0.6345,0.6391,0.6336,0.6265,0.631,0.6354,0.6373,0.6294,0.6236,0.6298,0.6199,0.6351,0.6325,0.6368,0.6276,0.6288,0.6201,0.627,0.6261,0.6296,0.6202,0.6333,0.6366,0.6299,0.6362,0.6231,0.6182,0.6359,0.6289,0.6306,0.6295,0.6324,0.6372,0.6267,0.6228,0.6236,0.6227,0.6282,0.6332,0.6318,0.6327,0.6341,0.6377,0.6239,0.6265,0.6258,0.6336,0.6294,0.6366,0.6321,0.6329,0.6326,0.6262,0.6267,0.6197,0.6286,0.6331,0.6237,0.6268,0.6258,0.6366,0.6308,0.6218,0.6351,0.6291,0.6271,0.6394,0.6392,0.6232,0.6361,0.6324,0.6311,0.6364,0.6394,0.6258,0.6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015057636887608073,0.015057636887608073,0.0,0.003939784620051573,0.003939784620051573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,344,345,348,339,346,339,351,347,341,339,343,340,340,345,346,343,342,342,343,341,340,349,341,339,341,347,343,337,339,340,336,345,342,336,341,337,348,344,343,344,341,342,346,342,341,342,343,348,340,347,344,344,347,339,348,341,337,337,335,347,349,343,343,346,351,344,344,342,341,347,337,347,341,345,345,342,339,340,345,342,341,343,348,344,343,337,343,343,342,343,345,342,338,336,338,341,345,339,344,336,343.0405807039951,343.01612422798837,345.4985210107742,123,132,89,92,144,129,129,93,138,52,136,86,109,98,91,121,128,145,147,155,101,114,101,124,141,114,168,94,145,146,114,83,172,142,101,94,190,134,123,122,112,90,108,92,89,141,128,91,112,87,146,75,98,148,127,142,162,115,137,112,164,129,104,94,81,121,127,125,83,103,94,108,134,129,127,146,135,136,131,122,102,103,130,88,174,82,117,148,82,163,141,82,144,173,114,137,113,113,80,111,141.5563122018597,142.9703196533359,0.0,0.62305,0.6298,0.62845,0.6323,0.62315,0.6335,0.6276,0.6306,0.6284,0.63035,0.6255,0.62945,0.63135,0.6349,0.6274,0.6272,0.633,0.631,0.62435,0.6308,0.6315,0.6244,0.63175,0.63425,0.62795,0.62355,0.62475,0.6328,0.6224,0.6328,0.6354,0.6281,0.62775,0.62865,0.63445,0.63355,0.62155,0.62395,0.62995,0.61985,0.63065,0.6268,0.6207,0.6304,0.63375,0.62555,0.62965,0.6286,0.629,0.6279,0.6321,0.62985,0.6235,0.62925,0.6244,0.62555,0.6259,0.6293,0.6272,0.6255,0.6221,0.63125,0.62885,0.62435,0.6272,0.63115,0.6306,0.6269,0.62645,0.62365,0.6337,0.6314,0.63175,0.62885,0.6259,0.62675,0.6289,0.6293,0.62975,0.6284,0.6284,0.6295,0.6233,0.6329,0.6273,0.63235,0.62865,0.62285,0.62785,0.6234,0.62585,0.6281,0.6289,0.63075,0.6322,0.6256,0.62795,0.628,0.63155,0.6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029873723445066613,0.029871621077288236,0.0,0.007816368335286891,0.00781581825719025,0.0,5.6718821360155927e-08,5.699297553485444e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,503,510,513,514,507,507,515,515,520,515,512,511,516,518,516,510,511,515,519,506,521,518,515,499,511,510,509,523,513,516,515,512,508,510,505,508,509,516,510,508,505,512,512,518,512,517,511,510,504,509,507,507,505,518,502,511,512,517,520,512,509,509,504,514,515,502,511,515,513,512,516,518,508,520,518,501,515,508,506,517,517,513,517,515,514,503,505,525,513,514,517,511,508,506,512,519,509,514,521,508,510.4950002792044,510.35200311977724,517.744526747188,354,373,289,318,442,424,410,320,391,402,379,341,389,306,339,431,354,411,393,399,288,335,401,386,358,359,388,329,318,360,452,368,404,354,411,322,380,364,378,406,348,367,367,302,355,332,413,349,329,343,293,338,407,398,333,332,307,333,380,375,318,414,335,375,422,311,321,355,335,370,343,359,372,361,379,319,347,383,298,331,301,299,435,281,325,359,338,371,333,379,362,342,485,384,372,308,401,360,338,347,418.6767842592146,426.9798768162153,0.0,0.6276666666666666,0.6205666666666666,0.6242333333333332,0.6211333333333333,0.6247333333333333,0.6239666666666666,0.6221999999999999,0.6228666666666667,0.6219666666666666,0.6200333333333334,0.6229,0.6234666666666667,0.6188333333333333,0.6225333333333334,0.6252,0.6231666666666666,0.6218333333333333,0.6168666666666666,0.6182666666666666,0.6224,0.6221333333333333,0.6208,0.6194333333333332,0.6223333333333334,0.6252333333333333,0.6221,0.6215333333333333,0.621,0.6272666666666666,0.622,0.6174666666666666,0.6223333333333334,0.6225666666666666,0.6200666666666667,0.6244333333333334,0.6283,0.6231333333333333,0.6279999999999999,0.62,0.6227666666666666,0.6279,0.6228,0.6243333333333334,0.6177333333333334,0.6216,0.6227,0.6197333333333334,0.6207333333333332,0.6259333333333333,0.6272666666666666,0.6281,0.6237333333333333,0.6231666666666666,0.6208666666666668,0.6314333333333334,0.6243333333333333,0.6280333333333333,0.6204,0.6123666666666666,0.6205333333333334,0.6284666666666666,0.6201333333333333,0.6307999999999999,0.6182666666666666,0.6196333333333334,0.6278333333333332,0.6261333333333333,0.6179666666666666,0.6252,0.6224666666666666,0.6255666666666666,0.6173,0.6238333333333334,0.6203333333333333,0.6205333333333333,0.6319666666666666,0.6213333333333333,0.6234333333333334,0.6255333333333334,0.6255666666666666,0.6226666666666667,0.6239333333333333,0.6144666666666667,0.6232333333333333,0.6229333333333333,0.6270666666666667,0.6285,0.6191666666666666,0.6235666666666666,0.6259666666666666,0.619,0.626,0.6179,0.6264666666666667,0.6234999999999999,0.6212333333333333,0.6231333333333334,0.6291666666666667,0.6221333333333334,0.6295333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044493319458904966,0.04448218177499118,0.0,0.011641540900982697,0.01163862676006443,0.0,2.796623367157471e-07,2.799558849102459e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,679,672,675,674,681,676,678,684,686,672,673,675,671,676,676,671,676,675,677,675,678,677,673,679,676,690,678,676,679,671,674,667,667,679,673,674,681,676,692,678,675,671,690,671,685,675,685,671,675,681,686,670,683,676,684,682,682,681,682,685,673,674,677,678,669,685,676,687,674,689,680,677,677,680,682,675,676,681,681,669,685,676,675,677,688,671,683,683,682,677,679,671,674,672,676,674,671,678,679,681,675.3959311954463,674.9806357468676,689.6282171851947,716,727,777,713,677,735,618,731,775,788,759,748,736,776,694,767,694,828,720,744,678,763,808,724,812,686,643,826,691,678,788,676,621,652,788,673,770,724,705,669,653,675,807,784,737,712,730,589,744,781,683,808,773,711,729,633,731,751,689,824,811,734,656,730,705,657,771,751,788,752,776,619,764,845,744,715,669,722,674,639,698,787,826,738,779,811,751,735,746,727,708,684,714,743,665,661,680,770,754,747,822.8465118081807,846.9384097838608,0.0,0.617225,0.62055,0.618525,0.620525,0.621,0.613275,0.6188,0.616075,0.6185,0.62275,0.6212,0.6195,0.62315,0.62195,0.61995,0.620125,0.620375,0.61635,0.62095,0.6195,0.620825,0.6188,0.6202,0.61855,0.620625,0.6152,0.617275,0.6163,0.617225,0.61935,0.6185,0.6207,0.627,0.619825,0.6192,0.625525,0.621325,0.619225,0.613975,0.61715,0.62245,0.620475,0.613775,0.618225,0.6157,0.61835,0.61795,0.623575,0.6213,0.6147,0.62035,0.620075,0.61345,0.619375,0.617375,0.621475,0.61755,0.6192,0.6171,0.61405,0.619475,0.61965,0.62175,0.619,0.619475,0.619,0.616775,0.616175,0.61685,0.6169,0.6229,0.618225,0.620825,0.6129,0.62375,0.621875,0.620525,0.6176,0.6182,0.626475,0.618025,0.618725,0.620225,0.621325,0.613875,0.617875,0.619425,0.62,0.6197,0.617625,0.61635,0.623,0.622475,0.6208,0.6212,0.620125,0.621725,0.620175,0.61975,0.617475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05880828614713823,0.05877126736791623,0.0,0.015387008135703007,0.015377322285385287,0.0,8.596012121578316e-07,8.59127010412973e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
4,844,843,836,842,845,840,856,850,842,836,845,843,848,844,846,838,852,836,845,843,840,834,844,839,846,834,831,848,839,838,839,842,849,839,837,840,838,843,844,836,845,846,843,844,841,840,854,848,845,844,841,850,849,833,841,845,844,840,844,838,834,843,836,835,841,841,847,840,846,842,832,829,838,832,845,843,841,840,850,831,844,837,837,845,836,835,839,835,849,846,834,844,845,849,843,853,842,838,843,843,837.8222087268502,836.9260083706766,861.1275922487445,1247,1216,1252,1112,1142,1323,1235,1072,1171,1187,1261,1213,1159,1392,1252,1339,1099,1264,1116,1285,1201,1330,1032,1278,1279,1396,1166,1204,1169,1185,1221,1189,1238,1209,1162,1147,1169,1107,1208,1222,1171,1232,1250,1173,1332,1263,1104,1245,1156,1255,1238,1174,1244,1213,1300,1155,1189,1178,1143,1232,1302,1319,1242,1286,1227,1127,1258,1248,1094,1179,1129,1308,1419,1233,1196,1281,1157,1048,1264,1257,1283,1231,1342,1087,1110,1153,1353,1299,1191,1321,1082,1106,1129,1262,1282,1180,1335,1307,1137,1287,1350.087217160701,1402.1388588695447,0.0,0.6168800000000001,0.61488,0.61488,0.61726,0.61676,0.6113,0.60954,0.6178799999999999,0.6144,0.61818,0.61146,0.6168399999999999,0.616,0.6104,0.6133799999999999,0.6167,0.6116400000000001,0.61792,0.6197600000000001,0.61128,0.61874,0.61474,0.6175,0.61666,0.61384,0.61536,0.61482,0.6146,0.61716,0.6171800000000001,0.61904,0.6177199999999999,0.6107799999999999,0.6164799999999999,0.61754,0.61482,0.6165,0.61912,0.61444,0.6181599999999999,0.61896,0.61554,0.614,0.6156,0.61366,0.6157799999999999,0.6151,0.61544,0.61586,0.61598,0.6177,0.6112,0.6091199999999999,0.6157799999999999,0.61046,0.6176,0.61396,0.6209399999999999,0.61848,0.61624,0.61576,0.6154799999999999,0.6176,0.6166799999999999,0.6142,0.6187,0.6133599999999999,0.61064,0.61638,0.6130800000000001,0.61892,0.61552,0.61248,0.6189,0.6145799999999999,0.6138399999999999,0.61624,0.61846,0.6127,0.61866,0.6157,0.61598,0.6152200000000001,0.6188600000000001,0.62016,0.61752,0.6128,0.6146,0.61434,0.60972,0.6226799999999999,0.61742,0.6149,0.61324,0.61638,0.6118399999999999,0.6177199999999999,0.6172200000000001,0.61558,0.61302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07293662403452351,0.07285503389771729,0.0,0.019083644515706363,0.019062296706050922,0.0,2.053529769212767e-06,2.0439148760894283e-06,0.0,0.0,1.0799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.36000000000000004,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.36000000000000004,0.0,1.0799999999999998,0.0,0.0,0.36000000000000004,0.0,0.0,0.7200000000000001,0.7200000000000001,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0799999999999998,0.0,0.0,0.0,0.36000000000000004,0.0,0.36000000000000004,0.0,0.0,0.0,0.7200000000000001,0.0,0.0,0.0,0.0,1.0799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,0.0,0.0,0.0,0.0,0.7200000000000001,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0
